,Constituency_No,Position,Candidate,Sex,Party,Votes,Age,Valid_Votes,Electors,Constituency_Name,Constituency_Type,District_Name,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,pid,Party_ID,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,Education_Qualification,Main_Profession,Main_Profession_Desc,Second_Profession,Second_Profession_Desc,Result
3537,197,5,ARUMUGAM K,M,IND,1247,51.0,212513,287879,USILAMPATTI,GEN,MADURAI,SOUTHERN REGION,14,73.82,0.59,yes,86,0.04,3.57,AETN275714,10809,1.0,,,,,,0.0,False,False,False,Literate,Business,Contractor,,,Lost
3538,197,6,THIRUSELVAM C,M,Puthiya Tamilagam,1161,44.0,212513,287879,USILAMPATTI,GEN,MADURAI,SOUTHERN REGION,14,73.82,0.55,yes,129,0.06,3.57,AETN275710,12001,1.0,,,,,,0.0,False,False,False,5th Pass,Agriculture,,,,Lost
3539,197,7,None Of The Above,,NOTA,1032,,212513,287879,USILAMPATTI,GEN,MADURAI,SOUTHERN REGION,14,73.82,0.49,,65,0.03,3.57,,5897,,,,,,,,,,,,,,,,
3540,197,8,ARASUMAYAN M,M,All India Jananayaka Makkal Kazhagam,967,51.0,212513,287879,USILAMPATTI,GEN,MADURAI,SOUTHERN REGION,14,73.82,0.46,yes,439,0.21,3.57,AETN275709,24295,1.0,,,,,,0.0,False,False,False,,,,,,Lost
3541,197,9,KATHIRAVAN A,M,IND,528,30.0,212513,287879,USILAMPATTI,GEN,MADURAI,SOUTHERN REGION,14,73.82,0.25,yes,50,0.02,3.57,AETN275716,10809,1.0,,,,,,0.0,False,False,False,,,,,,Lost
3542,197,10,Dhanasekaran T,M,IND,478,36.0,212513,287879,USILAMPATTI,GEN,MADURAI,SOUTHERN REGION,14,73.82,0.22,yes,100,0.05,3.57,AETN275717,10809,1.0,,,,,,0.0,False,False,False,12th Pass,Other,,,,Lost
3543,197,11,BHARATH V,M,My India Party,378,29.0,212513,287879,USILAMPATTI,GEN,MADURAI,SOUTHERN REGION,14,73.82,0.18,yes,16,0.01,3.57,AETN275711,24339,1.0,,,,,,0.0,False,False,False,Graduate,Other,,,,Lost
3544,197,12,ARUNKUMAR M,M,IND,362,33.0,212513,287879,USILAMPATTI,GEN,MADURAI,SOUTHERN REGION,14,73.82,0.17,yes,115,0.05,3.57,AETN275712,10809,1.0,,,,,,0.0,False,False,False,Post Graduate,Business,Private Company,,,Lost
3545,197,13,MAHENDRAN A,M,IND,247,54.0,212513,287879,USILAMPATTI,GEN,MADURAI,SOUTHERN REGION,14,73.82,0.12,yes,89,0.04,3.57,AETN275718,10809,1.0,,,,,,0.0,False,False,False,10th Pass,Agricultural Labour,,,,Lost
3546,197,14,ALAGUMURUGESAN K,M,IND,158,59.0,212513,287879,USILAMPATTI,GEN,MADURAI,SOUTHERN REGION,14,73.82,0.07,yes,84,0.04,3.57,AETN275713,10809,1.0,,,,,,0.0,False,False,False,12th Pass,Agriculture,,,,Lost
3547,197,15,ANANTHA KUMAR N,M,IND,74,50.0,212513,287879,USILAMPATTI,GEN,MADURAI,SOUTHERN REGION,14,73.82,0.03,yes,0,0.0,3.57,AETN275715,10809,1.0,,,,,,0.0,False,False,False,12th Pass,Small Business or Self-employed,,,,Lost
3548,198,1,A.MAHARAJAN,M,DMK,93541,67.0,209540,279946,ANDIPATTI,GEN,THENI,SOUTHERN REGION,20,74.85,44.64,no,8538,4.07,2.78,AETN276529,10192,2.0,DMK,10192.0,ANDIPATTI,True,True,1.0,False,False,True,8th Pass,Business,,Agriculture,,Won
3549,198,2,A.LOGIRAJAN,M,ADMK,85003,61.0,209540,279946,ANDIPATTI,GEN,THENI,SOUTHERN REGION,20,74.85,40.57,no,73107,34.89,2.78,AETN276314,930,2.0,ADMK,,ANDIPATTI,True,True,0.0,False,False,True,5th Pass,Business,,,,Lost
3550,198,3,R.JEYAKUMAR,M,AMMK,11896,42.0,209540,279946,ANDIPATTI,GEN,THENI,SOUTHERN REGION,20,74.85,5.68,yes,680,0.32,2.78,AETN276315,24338,2.0,IND,10809.0,ANDIPATTI,True,False,0.0,False,False,True,Graduate Professional,Liberal Profession or Professional,Lawyer,Agriculture,,Lost
3551,198,4,JEYAKUMAR,M,NTK,11216,39.0,209540,279946,ANDIPATTI,GEN,THENI,SOUTHERN REGION,20,74.85,5.35,yes,8206,3.92,2.78,AETN275728,5533,1.0,,,,,,0.0,False,False,False,10th Pass,Business,,,,Lost
3552,198,5,S.GUNASEKARAN,M,MNM,3010,32.0,209540,279946,ANDIPATTI,GEN,THENI,SOUTHERN REGION,20,74.85,1.44,yes,1677,0.8,2.78,AETN275723,24404,1.0,,,,,,0.0,False,False,False,12th Pass,Other,,,,Lost
3553,198,6,None Of The Above,,NOTA,1333,,209540,279946,ANDIPATTI,GEN,THENI,SOUTHERN REGION,20,74.85,0.64,,683,0.33,2.78,,5897,,,,,,,,,,,,,,,,
3554,198,7,C.KANIVEL,M,Anaithu Makkal Puratchi Katchi,650,43.0,209540,279946,ANDIPATTI,GEN,THENI,SOUTHERN REGION,20,74.85,0.31,yes,78,0.04,2.78,AETN275722,24412,1.0,,,,,,0.0,False,False,False,12th Pass,Labourer or Daily Wage,,,,Lost
3555,198,8,VELMANI,M,IND,572,43.0,209540,279946,ANDIPATTI,GEN,THENI,SOUTHERN REGION,20,74.85,0.27,yes,115,0.05,2.78,AETN275737,10809,1.0,,,,,,0.0,False,False,False,5th Pass,Agriculture,,,,Lost
3556,198,9,M.RAGHUNATHAN,M,IND,457,35.0,209540,279946,ANDIPATTI,GEN,THENI,SOUTHERN REGION,20,74.85,0.22,yes,65,0.03,2.78,AETN275736,10809,1.0,,,,,,0.0,False,False,False,Graduate Professional,Agriculture,,,,Lost
3557,198,10,S.KAMATCHI,M,BSP,392,27.0,209540,279946,ANDIPATTI,GEN,THENI,SOUTHERN REGION,20,74.85,0.19,yes,165,0.08,2.78,AETN275719,16651,1.0,,,,,,0.0,False,False,False,Graduate Professional,Liberal Profession or Professional,Lawyer,,,Lost
3558,198,11,P.PANDIDURAI,M,IND,227,35.0,209540,279946,ANDIPATTI,GEN,THENI,SOUTHERN REGION,20,74.85,0.11,yes,71,0.03,2.78,AETN275734,10809,1.0,,,,,,0.0,False,False,False,Others,Small Business or Self-employed,,,,Lost
3559,198,12,P.PANIVURAJA,M,IND,156,34.0,209540,279946,ANDIPATTI,GEN,THENI,SOUTHERN REGION,20,74.85,0.07,yes,7,0.0,2.78,AETN275733,10809,1.0,,,,,,0.0,False,False,False,10th Pass,Agriculture,,,,Lost
3560,198,13,MARIYAMMAL,F,IND,149,51.0,209540,279946,ANDIPATTI,GEN,THENI,SOUTHERN REGION,20,74.85,0.07,yes,4,0.0,2.78,AETN275735,10809,1.0,,,,,,0.0,False,False,False,Illiterate,Other,Household,,,Lost
3561,198,14,V.JEYAKODI,M,IND,145,45.0,209540,279946,ANDIPATTI,GEN,THENI,SOUTHERN REGION,20,74.85,0.07,yes,18,0.01,2.78,AETN276321,10809,2.0,IND,10809.0,ANDIPATTI,True,True,0.0,False,False,True,Graduate,Agriculture,,,,Lost
3562,198,15,BALAMURUGAN,M,National Democratic Party of South India,127,37.0,209540,279946,ANDIPATTI,GEN,THENI,SOUTHERN REGION,20,74.85,0.06,yes,0,0.0,2.78,AETN275726,24302,1.0,,,,,,0.0,False,False,False,Graduate,Labourer or Daily Wage,,,,Lost
3563,198,16,M.EASWARAN,M,IND,127,35.0,209540,279946,ANDIPATTI,GEN,THENI,SOUTHERN REGION,20,74.85,0.06,yes,12,0.01,2.78,AETN275730,10809,1.0,,,,,,0.0,False,False,False,10th Pass,Labourer or Daily Wage,Auto-rickshaw Driver,,,Lost
3564,198,17,S.GOVINDHARAJ,M,All India MGR Makkal Munnetra Kazhagam,115,65.0,209540,279946,ANDIPATTI,GEN,THENI,SOUTHERN REGION,20,74.85,0.05,yes,0,0.0,2.78,AETN275725,24325,1.0,,,,,,0.0,False,False,False,10th Pass,Other,,,,Lost
3565,198,18,A.VELUCHAMY,M,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,115,52.0,209540,279946,ANDIPATTI,GEN,THENI,SOUTHERN REGION,20,74.85,0.05,yes,0,0.0,2.78,AETN275727,24313,1.0,,,,,,0.0,False,False,False,Illiterate,Labourer or Daily Wage,Taxi Driver,,,Lost
3566,198,19,M.DIVAKAR,M,IND,115,27.0,209540,279946,ANDIPATTI,GEN,THENI,SOUTHERN REGION,20,74.85,0.05,yes,6,0.0,2.78,AETN275732,10809,1.0,,,,,,0.0,False,False,False,Others,Agriculture,,,,Lost
3567,198,20,M.KUMARAN,M,My India Party,109,52.0,209540,279946,ANDIPATTI,GEN,THENI,SOUTHERN REGION,20,74.85,0.05,yes,24,0.01,2.78,AETN275724,24339,1.0,,,,,,0.0,False,False,False,10th Pass,Other,,,,Lost
3568,198,21,K.KASENDRAN @ GAJENDRAN,M,IND,85,27.0,209540,279946,ANDIPATTI,GEN,THENI,SOUTHERN REGION,20,74.85,0.04,yes,0,0.0,2.78,AETN275731,10809,1.0,,,,,,0.0,False,False,False,10th Pass,Agriculture,,,,Lost
3569,199,1,K.S.SARAVANAKUMAAR,M,DMK,92251,49.0,201797,288528,PERIYAKULAM,SC,THENI,SOUTHERN REGION,15,69.94,45.71,no,21321,10.57,2.94,AETN275739,10192,1.0,,,,,,1.0,False,False,False,Post Graduate,Other,,,,Won
3570,199,2,M Murugan,M,ADMK,70930,53.0,201797,288528,PERIYAKULAM,SC,THENI,SOUTHERN REGION,15,69.94,35.15,no,54506,27.01,2.94,AETN275740,930,1.0,,,,,,0.0,False,False,False,Post Graduate,Agriculture,,,,Lost
3571,199,3,Dr.K.Kathirkamu,M,AMMK,16424,63.0,201797,288528,PERIYAKULAM,SC,THENI,SOUTHERN REGION,15,69.94,8.14,yes,4630,2.29,2.94,AETN189966,24338,2.0,ADMK,930.0,PERIYAKULAM,True,False,1.0,True,True,True,,,,,,Lost
3572,199,4,Vimala,F,NTK,11794,38.0,201797,288528,PERIYAKULAM,SC,THENI,SOUTHERN REGION,15,69.94,5.84,yes,6114,3.03,2.94,AETN275744,5533,1.0,,,,,,0.0,False,False,False,Graduate Professional,Business,,,,Lost
3573,199,5,S.PANDIYARAJAN,M,MNM,5680,43.0,201797,288528,PERIYAKULAM,SC,THENI,SOUTHERN REGION,15,69.94,2.81,yes,3229,1.6,2.94,AETN275742,24404,1.0,,,,,,0.0,False,False,False,Literate,Labourer or Daily Wage,,,,Lost
3574,199,6,None Of The Above,,NOTA,2451,,201797,288528,PERIYAKULAM,SC,THENI,SOUTHERN REGION,15,69.94,1.21,,1823,0.9,2.94,,5897,,,,,,,,,,,,,,,,
3575,199,7,MADHU BHARATHI,F,IND,628,29.0,201797,288528,PERIYAKULAM,SC,THENI,SOUTHERN REGION,15,69.94,0.31,yes,289,0.14,2.94,AETN275745,10809,1.0,,,,,,0.0,False,False,False,Post Graduate,Other,,,,Lost
3576,199,8,MURUGAN,M,IND,339,44.0,201797,288528,PERIYAKULAM,SC,THENI,SOUTHERN REGION,15,69.94,0.17,yes,38,0.02,2.94,AETN275747,10809,1.0,,,,,,0.0,False,False,False,8th Pass,Agriculture,,,,Lost
3577,199,9,S.Chinnamuthu,M,My India Party,301,33.0,201797,288528,PERIYAKULAM,SC,THENI,SOUTHERN REGION,15,69.94,0.15,yes,59,0.03,2.94,AETN275741,24339,1.0,,,,,,0.0,False,False,False,Graduate Professional,Liberal Profession or Professional,Lawyer,,,Lost
3578,199,10,M.RAJENDRAN,M,IND,242,40.0,201797,288528,PERIYAKULAM,SC,THENI,SOUTHERN REGION,15,69.94,0.12,yes,40,0.02,2.94,AETN275752,10809,1.0,,,,,,0.0,False,False,False,,,,,,Lost
3579,199,11,A.Murugesan,M,SUCI,202,42.0,201797,288528,PERIYAKULAM,SC,THENI,SOUTHERN REGION,15,69.94,0.1,yes,53,0.03,2.94,AETN275743,8082,1.0,,,,,,0.0,False,False,False,5th Pass,Labourer or Daily Wage,,,,Lost
3580,199,12,"A.C.MOHAN RAJ B.P.T.,",M,IND,149,45.0,201797,288528,PERIYAKULAM,SC,THENI,SOUTHERN REGION,15,69.94,0.07,yes,6,0.0,2.94,AETN275750,10809,1.0,,,,,,0.0,False,False,False,Graduate Professional,Salaried Work or Employed,Medical Professional,,,Lost
3581,199,13,M.Muneeswaran,M,IND,143,37.0,201797,288528,PERIYAKULAM,SC,THENI,SOUTHERN REGION,15,69.94,0.07,yes,31,0.02,2.94,AETN275749,10809,1.0,,,,,,0.0,False,False,False,10th Pass,Labourer or Daily Wage,Auto-rickshaw Driver,,,Lost
3582,199,14,P.RAMAIYA,M,IND,112,47.0,201797,288528,PERIYAKULAM,SC,THENI,SOUTHERN REGION,15,69.94,0.06,yes,18,0.01,2.94,AETN275751,10809,1.0,,,,,,0.0,False,False,False,5th Pass,Other,,,,Lost
3583,199,15,M.Muniyappan,M,IND,94,37.0,201797,288528,PERIYAKULAM,SC,THENI,SOUTHERN REGION,15,69.94,0.05,yes,37,0.02,2.94,AETN275748,10809,1.0,,,,,,0.0,False,False,False,,,,,,Lost
3584,199,16,C.MAYAZHAKU,M,IND,57,47.0,201797,288528,PERIYAKULAM,SC,THENI,SOUTHERN REGION,15,69.94,0.03,yes,0,0.0,2.94,AETN275746,10809,1.0,,,,,,0.0,False,False,False,8th Pass,Other,,,,Lost
3585,200,1,O.PANNEERSELVAM,M,ADMK,100050,71.0,214795,281513,BODINAYAKANUR,GEN,THENI,SOUTHERN REGION,24,76.3,46.58,no,11021,5.13,2.56,AETN189985,930,5.0,ADMK,930.0,BODINAYAKANUR,True,True,5.0,False,True,True,Graduate,Agriculture,,,,Won
3586,200,2,THANGATAMILSELVAN,M,DMK,89029,60.0,214795,281513,BODINAYAKANUR,GEN,THENI,SOUTHERN REGION,24,76.3,41.45,no,77915,36.27,2.56,AETN275753,10192,1.0,,,,,,0.0,False,False,False,,,,,,Lost
3587,200,3,M.PREM CHANDAR,M,NTK,11114,38.0,214795,281513,BODINAYAKANUR,GEN,THENI,SOUTHERN REGION,24,76.3,5.17,yes,5465,2.54,2.56,AETN275759,5533,1.0,,,,,,0.0,False,False,False,Post Graduate,Small Business or Self-employed,Self-employed,,,Lost
3588,200,4,M.MUTHUSAMY,M,AMMK,5649,63.0,214795,281513,BODINAYAKANUR,GEN,THENI,SOUTHERN REGION,24,76.3,2.63,yes,1521,0.71,2.56,AETN275760,24338,1.0,,,,,,0.0,False,False,False,10th Pass,Agriculture,,,,Lost
3589,200,5,P.GANESH KUMAR,M,MNM,4128,48.0,214795,281513,BODINAYAKANUR,GEN,THENI,SOUTHERN REGION,24,76.3,1.92,yes,2725,1.27,2.56,AETN275755,24404,1.0,,,,,,0.0,False,False,False,8th Pass,Other,,,,Lost
3590,200,6,None Of The Above,,NOTA,1403,,214795,281513,BODINAYAKANUR,GEN,THENI,SOUTHERN REGION,24,76.3,0.65,,844,0.39,2.56,,5897,,,,,,,,,,,,,,,,
3591,200,7,K.I.M HAKKEEM,M,AITC,559,50.0,214795,281513,BODINAYAKANUR,GEN,THENI,SOUTHERN REGION,24,76.3,0.26,yes,116,0.05,2.56,AETN192971,18228,2.0,IND,10809.0,BODINAYAKANUR,True,False,0.0,False,False,False,5th Pass,Politics,Party Worker,,,Lost
3592,200,8,TAMILSELVAN,M,IND,443,31.0,214795,281513,BODINAYAKANUR,GEN,THENI,SOUTHERN REGION,24,76.3,0.21,yes,41,0.02,2.56,AETN275768,10809,1.0,,,,,,0.0,False,False,False,12th Pass,Agriculture,,,,Lost
3593,200,9,G.SENTHIL KUMAR,M,IND,402,38.0,214795,281513,BODINAYAKANUR,GEN,THENI,SOUTHERN REGION,24,76.3,0.19,yes,48,0.02,2.56,AETN275767,10809,1.0,,,,,,0.0,False,False,False,,,,,,Lost
3594,200,10,N.SALEEM,M,IND,354,49.0,214795,281513,BODINAYAKANUR,GEN,THENI,SOUTHERN REGION,24,76.3,0.16,yes,84,0.04,2.56,AETN275766,10809,1.0,,,,,,0.0,False,False,False,Illiterate,Labourer or Daily Wage,,,,Lost
3595,200,11,M.ANANTHARAJ,M,IND,270,30.0,214795,281513,BODINAYAKANUR,GEN,THENI,SOUTHERN REGION,24,76.3,0.13,yes,51,0.02,2.56,AETN275763,10809,1.0,,,,,,0.0,False,False,False,Graduate Professional,Liberal Profession or Professional,Lawyer,,,Lost
3596,200,12,P.KUMARAGURUBARAN,M,IND,219,47.0,214795,281513,BODINAYAKANUR,GEN,THENI,SOUTHERN REGION,24,76.3,0.1,yes,76,0.04,2.56,AETN275765,10809,1.0,,,,,,0.0,False,False,False,Post Graduate,Liberal Profession or Professional,Lawyer,,,Lost
3597,200,13,ARUN KUMAR,M,My India Party,143,29.0,214795,281513,BODINAYAKANUR,GEN,THENI,SOUTHERN REGION,24,76.3,0.07,yes,8,0.0,2.56,AETN275754,24339,1.0,,,,,,0.0,False,False,False,5th Pass,Business,Contractor,,,Lost
3598,200,14,P.NAGENDHREN,M,IND,135,50.0,214795,281513,BODINAYAKANUR,GEN,THENI,SOUTHERN REGION,24,76.3,0.06,yes,9,0.0,2.56,AETN275770,10809,1.0,,,,,,0.0,False,False,False,Others,Other,,,,Lost
3599,200,15,N.KRISHNAN,M,IND,126,58.0,214795,281513,BODINAYAKANUR,GEN,THENI,SOUTHERN REGION,24,76.3,0.06,yes,9,0.0,2.56,AETN275764,10809,1.0,,,,,,0.0,False,False,False,Illiterate,Small Business or Self-employed,,,,Lost
3600,200,16,P.MANIMARAN,M,IND,117,43.0,214795,281513,BODINAYAKANUR,GEN,THENI,SOUTHERN REGION,24,76.3,0.05,yes,17,0.01,2.56,AETN275771,10809,1.0,,,,,,0.0,False,False,False,Post Graduate,Business,Textile,,,Lost
3601,200,17,S.KRISHNAVENI,F,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,100,37.0,214795,281513,BODINAYAKANUR,GEN,THENI,SOUTHERN REGION,24,76.3,0.05,yes,6,0.0,2.56,AETN275758,24313,1.0,,,,,,0.0,False,False,False,Illiterate,Small Business or Self-employed,Shop Keeper,,,Lost
3602,200,18,C.ANBAZHAKAN,M,IND,94,61.0,214795,281513,BODINAYAKANUR,GEN,THENI,SOUTHERN REGION,24,76.3,0.04,yes,14,0.01,2.56,AETN275762,10809,1.0,,,,,,0.0,False,False,False,Literate,Labourer or Daily Wage,,,,Lost
3603,200,19,THENI.T.KARNAN,M,Anna Dravidar Kazhagam,80,46.0,214795,281513,BODINAYAKANUR,GEN,THENI,SOUTHERN REGION,24,76.3,0.04,yes,3,0.0,2.56,AETN275757,24314,1.0,,,,,,0.0,False,False,False,Illiterate,Agriculture,,,,Lost
3604,200,20,P.KARUPPIAH,M,Bahujan Dravida Party,77,61.0,214795,281513,BODINAYAKANUR,GEN,THENI,SOUTHERN REGION,24,76.3,0.04,yes,6,0.0,2.56,AETN275756,24487,1.0,,,,,,0.0,False,False,False,Post Graduate,Other,,,,Lost
3605,200,21,V.RAMPRAKAASH,M,IND,71,43.0,214795,281513,BODINAYAKANUR,GEN,THENI,SOUTHERN REGION,24,76.3,0.03,yes,3,0.0,2.56,AETN275772,10809,1.0,,,,,,0.0,False,False,False,Post Graduate,Small Business or Self-employed,Self-employed,,,Lost
3606,200,22,V.NANDHAGOPAL,M,IND,68,48.0,214795,281513,BODINAYAKANUR,GEN,THENI,SOUTHERN REGION,24,76.3,0.03,yes,6,0.0,2.56,AETN275769,10809,1.0,,,,,,0.0,False,False,False,12th Pass,Agriculture,,,,Lost
3607,200,23,T.RAJA MOHAMED,M,IND,62,48.0,214795,281513,BODINAYAKANUR,GEN,THENI,SOUTHERN REGION,24,76.3,0.03,yes,8,0.0,2.56,AETN275774,10809,1.0,,,,,,0.0,False,False,False,12th Pass,Agriculture,,,,Lost
3608,200,24,A.ABTHAHIR,M,IND,54,46.0,214795,281513,BODINAYAKANUR,GEN,THENI,SOUTHERN REGION,24,76.3,0.03,yes,6,0.0,2.56,AETN275761,10809,1.0,,,,,,0.0,False,False,False,Illiterate,Other,,,,Lost
3609,200,25,RAJA MOHAMED,M,IND,48,36.0,214795,281513,BODINAYAKANUR,GEN,THENI,SOUTHERN REGION,24,76.3,0.02,yes,0,0.0,2.56,AETN275773,10809,1.0,,,,,,0.0,False,False,False,10th Pass,Agriculture,,,,Lost
3610,201,1,N.Ramakrishnan,M,DMK,104800,72.0,202275,291001,CUMBUM,GEN,THENI,SOUTHERN REGION,15,69.51,51.81,no,42413,20.97,2.63,AETN275775,10192,1.0,,,,,,1.0,False,False,False,Post Graduate,Agriculture,,,,Won
3611,201,2,Syedukhan.S.P.M,M,ADMK,62387,73.0,202275,291001,CUMBUM,GEN,THENI,SOUTHERN REGION,15,69.51,30.84,no,47851,23.66,2.63,AETN275776,930,1.0,,,,,,0.0,False,False,False,12th Pass,Agriculture,,,,Lost
3612,201,3,Suresh.P,M,AMMK,14536,47.0,202275,291001,CUMBUM,GEN,THENI,SOUTHERN REGION,15,69.51,7.19,yes,2189,1.08,2.63,AETN275779,24338,1.0,,,,,,0.0,False,False,False,Post Graduate,Agriculture,,,,Lost
3613,201,4,Anish Fathima. A,F,NTK,12347,38.0,202275,291001,CUMBUM,GEN,THENI,SOUTHERN REGION,15,69.51,6.1,yes,7700,3.81,2.63,AETN275777,5533,1.0,,,,,,0.0,False,False,False,12th Pass,Other,Household,,,Lost
3614,201,5,Venkidesh.N,M,MNM,4647,29.0,202275,291001,CUMBUM,GEN,THENI,SOUTHERN REGION,15,69.51,2.3,yes,2988,1.48,2.63,AETN275783,24404,1.0,,,,,,0.0,False,False,False,Graduate Professional,Other,,,,Lost
3615,201,6,None Of The Above,,NOTA,1659,,202275,291001,CUMBUM,GEN,THENI,SOUTHERN REGION,15,69.51,0.82,,1208,0.6,2.63,,5897,,,,,,,,,,,,,,,,
3617,201,8,SARAVANAN.S.R,M,IND,321,42.0,202275,291001,CUMBUM,GEN,THENI,SOUTHERN REGION,15,69.51,0.16,yes,85,0.04,2.63,AETN275784,10809,1.0,,,,,,0.0,False,False,False,12th Pass,Agricultural Labour,,,,Lost
3618,201,9,KATHIRAVAN.S,M,New Generation People’s Party,236,30.0,202275,291001,CUMBUM,GEN,THENI,SOUTHERN REGION,15,69.51,0.12,yes,81,0.04,2.63,AETN275778,24300,1.0,,,,,,0.0,False,False,False,Others,Salaried Work or Employed,,,,Lost
3619,201,10,Prakash.P,M,IND,155,37.0,202275,291001,CUMBUM,GEN,THENI,SOUTHERN REGION,15,69.51,0.08,yes,4,0.0,2.63,AETN275786,10809,1.0,,,,,,0.0,False,False,False,Graduate Professional,Other,,,,Lost
3620,201,11,Pandi Selvam.R,M,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,151,39.0,202275,291001,CUMBUM,GEN,THENI,SOUTHERN REGION,15,69.51,0.07,yes,15,0.01,2.63,AETN275780,24313,1.0,,,,,,0.0,False,False,False,10th Pass,Other,,,,Lost
3621,201,12,MUTHUSELVAM.G,M,IND,136,34.0,202275,291001,CUMBUM,GEN,THENI,SOUTHERN REGION,15,69.51,0.07,yes,14,0.01,2.63,AETN275788,10809,1.0,,,,,,0.0,False,False,False,12th Pass,Agricultural Labour,,,,Lost
3622,201,13,RADHAKRISHNAN.K,M,Anaithu Makkal Puratchi Katchi,122,48.0,202275,291001,CUMBUM,GEN,THENI,SOUTHERN REGION,15,69.51,0.06,yes,2,0.0,2.63,AETN275781,24412,1.0,,,,,,0.0,False,False,False,8th Pass,Small Business or Self-employed,Self-employed,,,Lost
3623,201,14,Lal Bahdur Sasthri.V,M,My India Party,120,55.0,202275,291001,CUMBUM,GEN,THENI,SOUTHERN REGION,15,69.51,0.06,yes,14,0.01,2.63,AETN275782,24339,1.0,,,,,,0.0,False,False,False,Graduate,Salaried Work or Employed,Insurance Agent,,,Lost
3624,201,15,MARIMUTHU.G,M,IND,106,42.0,202275,291001,CUMBUM,GEN,THENI,SOUTHERN REGION,15,69.51,0.05,yes,5,0.0,2.63,AETN275787,10809,1.0,,,,,,0.0,False,False,False,10th Pass,Agricultural Labour,,,,Lost
3625,201,16,THAVIDHU RAJA. A,M,IND,101,31.0,202275,291001,CUMBUM,GEN,THENI,SOUTHERN REGION,15,69.51,0.05,yes,0,0.0,2.63,AETN275785,10809,1.0,,,,,,0.0,False,False,False,10th Pass,Labourer or Daily Wage,,,,Lost
3626,202,1,THANGAPANDIAN S.,M,DMK,74158,52.0,178708,241856,RAJAPALAYAM,GEN,VIRUDHUNAGAR,SOUTHERN REGION,14,73.89,41.5,no,3898,2.18,3.03,AETN192999,10192,3.0,DMK,10192.0,RAJAPALAYAM,True,True,2.0,False,True,True,,,,,,Won
3627,202,2,RAJENTHRABHALAJI K.T,M,ADMK,70260,57.0,178708,241856,RAJAPALAYAM,GEN,VIRUDHUNAGAR,SOUTHERN REGION,14,73.89,39.32,no,54667,30.59,3.03,AETN193035,930,3.0,ADMK,930.0,SIVAKASI,False,True,2.0,False,True,True,10th Pass,Politics,MLA,Agriculture,,Lost
3628,202,3,JEYARAJ V.,M,NTK,15593,47.0,178708,241856,RAJAPALAYAM,GEN,VIRUDHUNAGAR,SOUTHERN REGION,14,73.89,8.73,yes,7933,4.44,3.03,AETN190031,5533,2.0,NTK,5533.0,RAJAPALAYAM,True,True,0.0,False,False,True,,,,,,Lost
3629,202,4,KALIMUTHU K.,M,AMMK,7660,59.0,178708,241856,RAJAPALAYAM,GEN,VIRUDHUNAGAR,SOUTHERN REGION,14,73.89,4.29,yes,3601,2.02,3.03,AETN275792,24338,1.0,,,,,,0.0,False,False,False,5th Pass,Agriculture,,,,Lost
3630,202,5,VIVEKANANTHAN S.,M,MNM,4059,47.0,178708,241856,RAJAPALAYAM,GEN,VIRUDHUNAGAR,SOUTHERN REGION,14,73.89,2.27,yes,671,0.38,3.03,AETN275794,24404,1.0,,,,,,0.0,False,False,False,Graduate,Business,,,,Lost
3631,202,6,AYYAR V.K.,M,Puthiya Tamilagam,3388,58.0,178708,241856,RAJAPALAYAM,GEN,VIRUDHUNAGAR,SOUTHERN REGION,14,73.89,1.9,yes,1513,0.85,3.03,AETN275791,12001,1.0,,,,,,0.0,False,False,False,,,,,,Lost
3632,202,7,None Of The Above,,NOTA,1875,,178708,241856,RAJAPALAYAM,GEN,VIRUDHUNAGAR,SOUTHERN REGION,14,73.89,1.05,,1327,0.74,3.03,,5897,,,,,,,,,,,,,,,,
3633,202,8,MANIKUMAR M.,M,IND,548,36.0,178708,241856,RAJAPALAYAM,GEN,VIRUDHUNAGAR,SOUTHERN REGION,14,73.89,0.31,yes,212,0.12,3.03,AETN275798,10809,1.0,,,,,,0.0,False,False,False,Literate,Business,,,,Lost
3634,202,9,JEYAPRAKASH I.,M,IND,336,70.0,178708,241856,RAJAPALAYAM,GEN,VIRUDHUNAGAR,SOUTHERN REGION,14,73.89,0.19,yes,72,0.04,3.03,AETN190033,10809,2.0,IND,10809.0,RAJAPALAYAM,True,True,0.0,False,False,True,,,,,,Lost
3635,202,10,THANGAPANDI S.,M,IND,264,60.0,178708,241856,RAJAPALAYAM,GEN,VIRUDHUNAGAR,SOUTHERN REGION,14,73.89,0.15,yes,124,0.07,3.03,AETN190036,10809,2.0,IND,10809.0,RAJAPALAYAM,True,True,0.0,False,False,True,10th Pass,Labourer or Daily Wage,,,,Lost
