Unnamed: 0,Constituency_No,Position,Candidate,Sex,Party,Votes,Age,Valid_Votes,Electors,Constituency_Name,Constituency_Type,District_Name,Sub_Region,No_of_Candidates,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,pid,Party_ID,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,Education_Qualification,Main_Profession,Main_Profession_Desc,Second_Profession,Second_Profession_Desc,Result,Non_Voters,Non_Voters_Percentage,Non_Voters_Percentage_1,Invalid_Votes_percentage,No_Terms_lost,Alliance,Current_Status
0,1,1,GOVINDARAJAN T.J,M,DMK,126452,60.0,222069,284412,GUMMIDIPUNDI,GEN,TIRUVALLUR,CHENNAI CITY REGION,13,78.08,56.94,no,50938,22.94,2.27,AETN272719,10192,1.0,,,,,,1.0,False,False,False,10th Pass,Business,,,,Won,62343,21.92,21.919961183072445,0.0038816927556695,0.0,SPA,Position gained
13,2,1,DURAI. CHANDRASEKAR,M,INC,94528,48.0,210354,268994,PONNERI,SC,TIRUVALLUR,CHENNAI CITY REGION,11,78.2,44.94,no,9689,4.61,2.7,AETN272731,3482,1.0,,,,,,1.0,False,False,False,Graduate Professional,Liberal Profession or Professional,Lawyer,,,Won,58640,21.8,21.79974274519134,0.025725480865546,0.0,SPA,Position gained
24,3,1,S.Chandran,M,DMK,120314,57.0,232624,295358,TIRUTTANI,GEN,TIRUVALLUR,CHENNAI CITY REGION,15,78.76,51.72,no,29253,12.58,2.38,AETN272739,10192,1.0,,,,,,1.0,False,False,False,Graduate Professional,Business,,,,Won,62734,21.239999999999995,21.2399867279708,0.0013272029192989,0.0,SPA,Position gained
39,4,1,"RAAJENDRAN, V.G.",M,DMK,107709,53.0,214243,277516,THIRUVALLUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,12,77.2,50.27,no,22701,10.6,2.44,AETN186831,10192,2.0,DMK,10192.0,THIRUVALLUR,True,True,2.0,False,True,True,,,,,,Won,63273,22.8,22.799766499949552,0.0233500050445201,0.0,SPA,Consecutive win
51,5,1,Krishnaswamy A,M,DMK,149578,55.0,263736,361331,POONAMALLEE,SC,TIRUVALLUR,CHENNAI CITY REGION,15,72.99,56.72,no,94110,35.68,2.7,GETN6025,10192,2.0,DMK,10192.0,POONAMALLEE,True,True,2.0,False,True,True,Graduate Professional,Liberal Profession or Professional,Lawyer,,,Won,97595,27.010000000000005,27.00986076478354,0.0139235216465749,0.0,SPA,Consecutive win
66,6,1,Nasar S M,M,DMK,150287,61.0,300927,446678,AVADI,GEN,TIRUVALLUR,CHENNAI CITY REGION,21,67.37,49.94,no,55275,18.37,2.78,AETN186867,10192,2.0,DMK,10192.0,AVADI,True,True,1.0,False,False,True,10th Pass,Business,,,,Won,145751,32.629999999999995,32.62999297032762,0.0007029672374869,1.0,SPA,Position gained
87,7,1,GANAPATHY.K,M,DMK,121298,61.0,273870,454179,MADURAVOYAL,GEN,TIRUVALLUR,CHENNAI CITY REGION,21,60.3,44.29,no,31721,11.58,3.03,AETN272785,10192,1.0,,,,,,1.0,False,False,False,8th Pass,Business,Real Estate or Builder or Developer or Construction,,,Won,180309,39.7,39.69998612881705,0.0013871182950708,0.0,SPA,Position gained
108,8,1,JOSEPH SAMUEL,M,DMK,114554,58.0,240299,387516,AMBATTUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,24,62.01,47.67,no,42146,17.54,2.94,AETN272804,10192,1.0,,,,,,1.0,False,False,False,Graduate,Other,,,,Won,147217,37.99,37.989915255112045,0.0084744887956844,0.0,SPA,Position gained
132,9,1,SUDHARSANAM. S,M,DMK,151485,62.0,302700,456079,MADAVARAM,GEN,TIRUVALLUR,CHENNAI CITY REGION,21,66.37,50.04,no,57071,18.85,2.78,AETN186928,10192,2.0,DMK,10192.0,MADAVARAM,True,True,2.0,False,True,True,Post Graduate,Liberal Profession or Professional,Lawyer,Agriculture,,Won,153379,33.629999999999995,33.62991937800249,0.0080621997504692,0.0,SPA,Consecutive win
153,10,1,K.P.SHANKAR,M,DMK,88185,47.0,199996,306977,THIRUVOTTIYUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,21,65.15,44.09,no,37661,18.83,3.23,AETN272837,10192,1.0,,,,,,1.0,False,False,False,8th Pass,Business,,Social Work,,Won,106981,34.849999999999994,34.84984217058607,0.0157829413922172,0.0,SPA,Position gained
174,11,1,EBENEZER. J.J. (@)  JOHN EBENEZER.J,M,DMK,95763,45.0,187027,263492,DR. RADHAKRISHNAN NAGAR,GEN,CHENNAI,CHENNAI CITY REGION,32,70.98,51.2,no,42479,22.71,2.86,AETN272854,10192,1.0,,,,,,1.0,False,False,False,Post Graduate,Other,,,,Won,76465,29.02,29.019856390326844,0.0143609673152411,0.0,SPA,Position gained
206,12,1,SHEKAR. R.D,M,DMK,105267,54.0,200387,318074,PERAMBUR,GEN,CHENNAI,CHENNAI CITY REGION,23,63.0,52.53,no,54976,27.43,2.78,AETN276489,10192,2.0,DMK,10192.0,PERAMBUR,True,True,2.0,False,True,True,Graduate Professional,Business,,,,Won,117687,37.0,36.99988053094563,0.0119469054368437,0.0,SPA,Consecutive win
229,13,1,M.K. STALIN,M,DMK,105522,68.0,173388,284056,KOLATHUR,GEN,CHENNAI,CHENNAI CITY REGION,37,61.04,60.86,no,70384,40.59,2.38,AETN202458,10192,9.0,DMK,10192.0,KOLATHUR,True,True,7.0,False,True,True,Graduate,Social Work,,,,Won,110668,38.96,38.95992339538682,0.0076604613177266,2.0,SPA,Consecutive win
266,14,1,A . Vetriazhagan,M,DMK,76127,42.0,144092,257675,VILLIVAKKAM,GEN,CHENNAI,CHENNAI CITY REGION,24,55.92,52.83,no,37237,25.84,2.7,AETN272940,10192,1.0,,,,,,1.0,False,False,False,Post Graduate,Other,,,,Won,113583,44.08,44.07994566799263,0.0054332007373147,0.0,SPA,Position gained
290,15,1,SIVAKUMAR.P,M,DMK,81727,55.0,133696,220547,THIRU-VI-KA-NAGAR,SC,CHENNAI,CHENNAI CITY REGION,24,60.62,61.13,no,55013,41.15,2.33,AETN272961,10192,1.0,,,,,,1.0,False,False,False,Post Graduate,Liberal Profession or Professional,Lawyer,,,Won,86851,39.38,39.37981473336749,0.0185266632513503,0.0,SPA,Position gained
314,16,1,I.PARANTHAMEN,M,DMK,68832,44.0,119271,195110,EGMORE,SC,CHENNAI,CHENNAI CITY REGION,19,61.13,57.71,no,38768,32.5,2.5,AETN186853,10192,2.0,DMK,10192.0,POONAMALLEE,False,True,1.0,False,False,False,Graduate Professional,Liberal Profession or Professional,Lawyer,,,Won,75839,38.87,38.86986827943211,0.0131720567885906,1.0,SPA,Position gained
333,17,1,MURTHY.R.IDREAM,M,DMK,64424,54.0,121191,193595,ROYAPURAM,GEN,CHENNAI,CHENNAI CITY REGION,27,62.6,53.16,no,27779,22.92,2.7,AETN273000,10192,1.0,,,,,,1.0,False,False,False,10th Pass,Business,,,,Won,72404,37.4,37.39972623259899,0.0273767401012037,0.0,SPA,Position gained
360,18,1,SEKARBABU. P.K,M,DMK,59317,58.0,101650,176353,HARBOUR,GEN,CHENNAI,CHENNAI CITY REGION,29,57.64,58.35,no,27274,26.83,2.27,AETN187143,10192,5.0,DMK,10192.0,HARBOUR,True,True,4.0,False,True,True,10th Pass,Other,,,,Won,74703,42.36,42.35992583057844,0.0074169421559133,1.0,SPA,Consecutive win
389,19,1,UDHAYANIDHI STALIN,M,DMK,93285,43.0,137405,235564,CHEPAUK-THIRUVALLIKENI,GEN,CHENNAI,CHENNAI CITY REGION,27,58.33,67.89,no,69355,50.47,2.04,AETN273048,10192,1.0,,,,,,1.0,False,False,False,Graduate,Social Work,,,,Won,98159,41.67,41.669779762612286,0.0220237387715371,0.0,SPA,Position gained
416,20,1,EZHILAN N,M,DMK,71867,41.0,135940,241671,THOUSAND LIGHTS,GEN,CHENNAI,CHENNAI CITY REGION,21,56.25,52.87,no,32462,23.88,2.7,AETN273071,10192,1.0,,,,,,1.0,False,False,False,Graduate Professional,Liberal Profession or Professional,Doctor,,,Won,105731,43.75,43.74997413839476,0.0025861605237764,0.0,SPA,Position gained
437,21,1,M.K. Mohan,M,DMK,80054,68.0,165096,287974,ANNA NAGAR,GEN,CHENNAI,CHENNAI CITY REGION,24,57.33,48.49,no,27445,16.62,2.86,AETN187210,10192,2.0,DMK,10192.0,ANNA NAGAR,True,True,2.0,False,True,True,8th Pass,Agriculture,,,,Won,122878,42.67,42.66982435914353,0.0175640856468817,0.0,SPA,Consecutive win
461,22,1,AMV.PRABHAKARA RAJA,M,DMK,74351,32.0,169087,293604,VIRUGAMPAKKAM,GEN,CHENNAI,CHENNAI CITY REGION,28,57.59,43.97,no,18367,10.86,3.23,AETN273112,10192,1.0,,,,,,1.0,False,False,False,Post Graduate,Other,,,,Won,124517,42.41,42.40984455252653,0.0155447473467518,0.0,SPA,Position gained
489,23,1,SUBRAMANIAN. MA,M,DMK,80194,61.0,160327,279510,SAIDAPET,GEN,CHENNAI,CHENNAI CITY REGION,31,57.36,50.02,no,29408,18.34,2.78,AETN196363,10192,3.0,DMK,10192.0,SAIDAPET,True,True,2.0,False,True,True,,,,,,Won,119183,42.64,42.63997710278702,0.0022897212978989,1.0,SPA,Consecutive win
520,24,1,KARUNANITHI J,M,DMK,56035,51.0,138114,246676,THEAYAGARAYA NAGAR,GEN,CHENNAI,CHENNAI CITY REGION,15,55.99,40.57,no,137,0.1,3.03,AETN273161,10192,1.0,,,,,,1.0,False,False,False,8th Pass,Business,,,,Won,108562,44.01,44.00995638002886,0.0043619971137331,0.0,SPA,Position gained
535,25,1,VELU.DHA,M,DMK,68392,50.0,153430,271077,MYLAPORE,GEN,CHENNAI,CHENNAI CITY REGION,24,56.6,44.58,no,12633,8.23,2.94,AETN273177,10192,1.0,,,,,,1.0,False,False,False,,,,,,Won,117647,43.4,43.39984580027077,0.0154199729230697,0.0,SPA,Position gained
559,26,1,JMH.AASSAN MAULAANA,M,INC,68493,36.0,176714,314549,VELACHERY,GEN,CHENNAI,CHENNAI CITY REGION,24,56.18,38.76,no,4352,2.46,3.23,AETN273196,3482,1.0,,,,,,1.0,False,False,False,Post Graduate,Business,Real Estate or Builder or Developer or Construction,,,Won,137835,43.82,43.81988179902018,0.011820097981996,0.0,SPA,Position gained
583,27,1,S.ARAVINDRAMESH,M,DMK,171558,53.0,388355,699612,SHOZHINGANALLUR,GEN,KANCHIPURAM,CHENNAI CITY REGION,27,55.51,44.18,no,35405,9.12,2.94,AETN187342,10192,2.0,DMK,10192.0,SHOZHINGANALLUR,True,True,2.0,False,True,True,8th Pass,Business,,,,Won,311257,44.49,44.48994585570287,0.0054144297131131,0.0,SPA,Consecutive win
610,28,1,T.M.Anbarasan,M,DMK,116785,61.0,237751,390909,ALANDUR,GEN,KANCHIPURAM,CHENNAI CITY REGION,26,60.82,49.12,no,40571,17.06,2.86,AETN193697,10192,4.0,DMK,10192.0,ALANDUR,True,True,3.0,False,True,True,,,,,,Won,153158,39.18,39.1799625999913,0.0037400008700672,1.0,SPA,Consecutive win
636,29,1,SELVAPERUNTHAGAI,M,INC,115353,60.0,264262,357400,SRIPERUMBUDUR,SC,KANCHIPURAM,CHENNAI CITY REGION,16,73.94,43.65,no,10879,4.12,2.78,AETN191390,3482,3.0,INC,3482.0,SRIPERUMBUDUR,True,True,1.0,False,False,True,Graduate Professional,Business,,Social Work,,Won,93138,26.06,26.059876888640176,0.0123111359826566,2.0,SPA,Position gained
652,30,1,KARUNANITHI,M,DMK,126427,62.0,266194,437387,PALLAVARAM,GEN,KANCHIPURAM,CHENNAI CITY REGION,23,60.86,47.49,no,37781,14.19,2.78,AETN273278,10192,1.0,,,,,,1.0,False,False,False,10th Pass,Business,,Social Work,,Won,171193,39.14,39.139937858235385,0.006214176461583,0.0,SPA,Position gained
675,31,1,Raja.S.R,M,DMK,116840,64.0,248968,418082,TAMBARAM,GEN,KANCHIPURAM,CHENNAI CITY REGION,23,59.55,46.93,no,36824,14.79,2.94,AETN187400,10192,4.0,DMK,10192.0,TAMBARAM,True,True,3.0,False,True,True,8th Pass,Business,,,,Won,169114,40.45,40.4499595773078,0.0040422692201502,1.0,SPA,Consecutive win
698,32,1,VARALAKSHMI.M,F,DMK,130573,47.0,274087,431361,CHENGALPATTU,GEN,KANCHIPURAM,CHENNAI CITY REGION,14,63.54,47.64,no,26665,9.73,2.63,AETN271850,10192,2.0,DMK,10192.0,CHENGALPATTU,True,True,2.0,False,True,True,Others,Business,Rent,Agriculture,,Won,157274,36.46,36.45994885953992,0.0051140460080034,0.0,SPA,Consecutive win
712,33,1,S.S.Balaji,M,VCK,93954,51.0,226729,296921,THIRUPORUR,GEN,KANCHIPURAM,CHENNAI CITY REGION,12,76.36,41.44,no,1947,0.86,2.94,AETN273327,8488,1.0,,,,,,1.0,False,False,False,Graduate Professional,Liberal Profession or Professional,Lawyer,,,Won,70192,23.64,23.63995810333388,0.0041896666118645,0.0,SPA,Position gained
724,34,1,Babu M,M,VCK,82750,44.0,179120,229994,CHEYYUR,SC,KANCHIPURAM,CHENNAI CITY REGION,10,77.88,46.2,no,4042,2.26,2.5,AETN273338,8488,1.0,,,,,,1.0,False,False,False,Graduate,Business,Real Estate or Builder or Developer or Construction,Small Business or Self-employed,,Won,50874,22.120000000000005,22.119707470629667,0.0292529370337746,0.0,SPA,Position gained
734,35,1,Maragatham. K,F,ADMK,86646,38.0,185842,230430,MADURANTHAKAM,SC,KANCHIPURAM,CHENNAI CITY REGION,11,80.65,46.62,no,3570,1.92,2.38,GETN15759,930,1.0,,,,,,1.0,False,False,False,Post Graduate,Politics,Party Worker,,,Won,44588,19.349999999999994,19.349911035889424,0.0088964110570799,0.0,NDA,Position gained
745,36,1,SUNDAR K,M,DMK,93427,66.0,210529,262832,UTHIRAMERUR,GEN,KANCHIPURAM,CHENNAI CITY REGION,21,80.1,44.38,no,1622,0.77,2.56,AETN202640,10192,7.0,DMK,10192.0,UTHIRAMERUR,True,True,5.0,False,True,True,Graduate,Business,Agricultural Business,Liberal Profession or Professional,Film Director,Won,52303,19.90000000000001,19.899783892372312,0.0216107627693418,2.0,SPA,Consecutive win
766,37,1,C.V.M.P. Ezhailzrasan,M,DMK,102712,49.0,229432,313089,KANCHEEPURAM,GEN,KANCHIPURAM,CHENNAI CITY REGION,16,73.28,44.77,no,11595,5.05,2.78,AETN273370,10192,1.0,,,,,,1.0,False,False,False,Graduate Professional,Liberal Profession or Professional,Lawyer,,,Won,83657,26.72,26.71987837324211,0.0121626757888293,0.0,SPA,Position gained
782,38,1,S.RAVI,M,ADMK,85399,57.0,171412,228885,ARAKONAM,SC,VELLORE,CHENNAI CITY REGION,14,74.89,49.82,no,27169,15.85,2.63,AETN187503,930,4.0,ADMK,930.0,ARAKKONAM,True,True,3.0,False,True,True,Graduate Professional,Liberal Profession or Professional,Lawyer,,,Won,57473,25.11,25.109989732835263,0.0010267164736177,1.0,NDA,Consecutive win
796,39,1,A.M.MUNIRATHINAM,M,INC,110228,65.0,224109,279821,SHOLINGHUR,GEN,VELLORE,CHENNAI CITY REGION,19,80.09,49.18,no,26698,11.91,2.63,AETN205324,3482,6.0,INC,3482.0,SHOLINGUR,False,True,4.0,False,False,False,10th Pass,Business,Transport,,,Won,55712,19.91,19.90987095321652,0.0129046783474251,2.0,SPA,Position gained
815,40,1,DURAIMURUGAN,M,DMK,85140,83.0,186246,251683,KATPADI,GEN,VELLORE,CHENNAI CITY REGION,16,74.0,45.71,no,746,0.4,2.38,AETN271302,10192,12.0,DMK,10192.0,KATPADI,True,True,10.0,False,True,True,Post Graduate,Social Work,,,,Won,65437,26.0,25.99976955138011,0.0230448619891632,2.0,SPA,Consecutive win
831,41,1,R.GANDHI,M,DMK,103291,75.0,207462,268593,RANIPET,GEN,VELLORE,CHENNAI CITY REGION,15,77.24,49.79,no,16498,7.95,2.33,AETN193881,10192,6.0,DMK,10192.0,RANIPET,True,True,4.0,False,True,True,10th Pass,Business,Agricultural Business,,,Won,61131,22.760000000000005,22.759714512291836,0.0285487708172382,2.0,SPA,Consecutive win
846,42,1,J.L.Eswarappan,M,DMK,103885,42.0,209791,263490,ARCOT,GEN,VELLORE,CHENNAI CITY REGION,13,79.62,49.52,no,19958,9.51,2.44,AETN187562,10192,2.0,DMK,10192.0,ARCOT,True,True,2.0,False,True,True,Graduate Professional,Other,,,,Won,53699,20.379999999999995,20.37990056548636,0.0099434513639806,0.0,SPA,Consecutive win
859,43,1,Karthikeyan .P,M,DMK,84299,59.0,179899,256083,VELLORE,GEN,VELLORE,CHENNAI CITY REGION,18,70.25,46.86,no,9181,5.1,2.56,AETN273442,10192,1.0,,,,,,1.0,False,False,False,5th Pass,Other,,,,Won,76184,29.75,29.749729579862777,0.0270420137223226,0.0,SPA,Position gained
877,44,1,A.P.Nandakumar,M,DMK,95159,52.0,197805,256722,ANAIKATTU,GEN,VELLORE,CHENNAI CITY REGION,14,77.05,48.11,no,6360,3.22,2.33,AETN187592,10192,2.0,DMK,10192.0,ANAIKATTU,True,True,2.0,False,True,True,12th Pass,Business,Hospitality,,,Won,58917,22.950000000000003,22.94972772103677,0.0272278963237226,0.0,SPA,Consecutive win
891,45,1,M.JAGAN MOORTHY,M,ADMK,84579,54.0,174124,227613,KILVAITHINANKUPPAM,SC,VELLORE,CHENNAI CITY REGION,11,76.5,48.57,no,10582,6.08,2.38,AETN193859,930,3.0,PB,6276.0,POONMALLAE,False,False,2.0,True,False,False,12th Pass,Social Work,,,,Won,53489,23.5,23.499975836178077,0.0024163821926492,1.0,NDA,Position gained
902,46,1,Amulu.V,F,DMK,100412,39.0,211630,291662,GUDIYATHAM,SC,VELLORE,CHENNAI CITY REGION,16,72.56,47.45,no,6901,3.26,2.33,AETN273479,10192,1.0,,,,,,1.0,False,False,False,8th Pass,Other,Household,,,Won,80032,27.44,27.439981896853205,0.001810314679318,0.0,SPA,Position gained
918,47,1,G.SENDHIL KUMAR,M,ADMK,88018,36.0,189997,251485,VANIAYAMBADI,GEN,VELLORE,CHENNAI CITY REGION,14,75.55,46.33,no,4904,2.58,2.5,AETN273492,930,1.0,,,,,,1.0,False,False,False,Graduate Professional,Business,Contractor,,,Won,61488,24.450000000000003,24.44996719486252,0.0032805137486491,0.0,NDA,Position gained
932,48,1,VILWANATHAN.A.C,M,DMK,90476,61.0,177878,240343,AMBUR,GEN,VELLORE,CHENNAI CITY REGION,14,74.01,50.86,no,20232,11.37,2.38,AETN276303,10192,2.0,DMK,10192.0,AMBUR,True,True,2.0,False,True,True,10th Pass,Agriculture,,,,Won,62465,25.989999999999995,25.98993937830517,0.0060621694824902,0.0,SPA,Consecutive win
946,49,1,DEVARAJI.K.,M,DMK,89490,64.0,196358,242477,JOLARPET,GEN,VELLORE,CHENNAI CITY REGION,14,80.98,45.57,no,1091,0.56,2.44,AETN273517,10192,1.0,,,,,,1.0,False,False,False,8th Pass,Agriculture,,,,Won,46119,19.02,19.019948283754747,0.0051716245248911,0.0,SPA,Position gained
960,50,1,A. NALLATHAMBI,M,DMK,96522,45.0,185930,241561,TIRUPPATTUR,GEN,VELLORE,CHENNAI CITY REGION,16,76.97,51.91,no,28240,15.19,2.5,AETN187684,10192,2.0,DMK,10192.0,TIRUPATTUR,True,True,2.0,False,True,True,10th Pass,Business,,,,Won,55631,23.03,23.02979371670096,0.0206283299043263,0.0,SPA,Consecutive win
976,51,1,T.M.TAMILSELVAM,M,ADMK,99675,48.0,188223,240172,UTHANGARAI,SC,KRISHNAGIRI,WESTERN REGION,13,78.37,52.96,no,28387,15.08,2.38,AETN273542,930,1.0,,,,,,1.0,False,False,False,10th Pass,Business,,Agriculture,,Won,51949,21.629999999999995,21.629915227420348,0.0084772579647562,0.0,NDA,Position gained
989,52,1,MATHIAZHAGAN D,M,DMK,97256,54.0,197784,250106,BARGUR,GEN,KRISHNAGIRI,WESTERN REGION,15,79.08,49.17,no,12614,6.38,2.38,AETN273555,10192,1.0,,,,,,1.0,False,False,False,Graduate,Business,,,,Won,52322,20.92,20.919929949701327,0.0070050298674573,0.0,SPA,Position gained
1004,53,1,Ashokkumar.K,M,ADMK,96050,68.0,211648,269615,KRISHNAGIRI,GEN,KRISHNAGIRI,WESTERN REGION,16,78.5,45.38,no,794,0.38,2.44,GETN10034,930,1.0,,,,,,1.0,False,False,False,10th Pass,Business,,,,Won,57967,21.5,21.499916547669827,0.0083452330173372,0.0,NDA,Position gained
1020,54,1,K.P.Munusamy,M,ADMK,94104,68.0,205141,252294,VEPPANAHALLI,GEN,KRISHNAGIRI,WESTERN REGION,16,81.31,45.87,no,3054,1.49,2.44,AETN191297,930,7.0,ADMK,930.0,PENNAGARAM,False,True,4.0,False,False,True,Graduate Professional,Liberal Profession or Professional,Lawyer,Agriculture,,Won,47153,18.69,18.689703282678146,0.0296717321852213,3.0,NDA,Position gained
1036,55,1,PRAKAASH Y,M,DMK,118231,56.0,248098,353970,HOSUR,GEN,KRISHNAGIRI,WESTERN REGION,19,70.09,47.65,no,12367,4.98,2.44,AETN273592,10192,1.0,,,,,,1.0,False,False,False,10th Pass,Business,Manufacturer,Agriculture,,Won,105872,29.91,29.90987936830805,0.012063169194576,0.0,SPA,Position gained
1055,56,1,RAMACHANDRAN.T,M,CPI,120641,53.0,194022,251780,THALLI,GEN,KRISHNAGIRI,WESTERN REGION,13,77.06,62.18,no,56226,28.98,2.0,AETN271718,2444,3.0,CPI,2444.0,THALLI,True,True,3.0,False,False,False,Graduate Professional,Social Work,,,,Won,57758,22.94,22.939868138851377,0.0131861148620515,0.0,SPA,Position gained
1068,57,1,ANBALAGAN.K.P.,M,ADMK,110070,62.0,206595,236459,PALACODE,GEN,DHARMAPURI,WESTERN REGION,13,87.37,53.28,no,28100,13.6,2.27,AETN250010,930,5.0,ADMK,930.0,PALACODE,True,True,5.0,False,True,True,12th Pass,Politics,Party Worker,Agriculture,,Won,29864,12.629999999999995,12.629673643210872,0.0326356789122073,0.0,NDA,Consecutive win
