Unnamed: 0,Constituency_No,Position,Candidate,Sex,Party,Votes,Age,Valid_Votes,Electors,Constituency_Name,Constituency_Type,District_Name,Sub_Region,No_of_Candidates,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,pid,Party_ID,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,Education_Qualification,Main_Profession,Main_Profession_Desc,Second_Profession,Second_Profession_Desc,Result,Non_Voters,Non_Voters_Percentage,Non_Voters_Percentage_1,Invalid_Votes_percentage,No_Terms_lost,Alliance,Current_Status
3453,193,1,PALANIVEL THIAGA RAJAN,M,DMK,73205,55.0,149430,244846,MADURAI CENTRAL,GEN,MADURAI,SOUTHERN REGION,15,61.03,48.99,no,34176,22.87,3.03,AETN189823,10192,2.0,DMK,10192.0,MADURAI CENTRAL,True,True,2.0,False,True,True,Doctorate,Salaried Work or Employed,Qualified Professional,,,Won,95416,38.97,38.969801426202594,0.0198573797405288,0.0,SPA,Consecutive win
3468,194,1,RAJU. K,M,ADMK,83883,68.0,201694,309726,MADURAI WEST,GEN,MADURAI,SOUTHERN REGION,16,65.12,41.59,no,9121,4.52,3.03,AETN271788,930,4.0,ADMK,930.0,MADURAI WEST,True,True,3.0,False,True,True,Graduate,Politics,Party Worker,,,Won,108032,34.879999999999995,34.87986155505188,0.0138444948113658,1.0,NDA,Consecutive win
3484,195,1,"RAJANCHELLAPPA, V.V.",M,ADMK,103683,70.0,235849,324280,THIRUPARANKUNDRAM,GEN,MADURAI,SOUTHERN REGION,24,72.73,43.96,no,29489,12.5,3.23,AETN272081,930,5.0,ADMK,930.0,MADURAI NORTH,False,True,2.0,False,True,True,Post Graduate,Agriculture,,,,Won,88431,27.27,27.26995189342544,0.0048106574560335,3.0,NDA,Consecutive win
3508,196,1,UDHAYAKUMAR R B,M,ADMK,100338,47.0,220495,282215,THIRUMANGALAM,GEN,MADURAI,SOUTHERN REGION,25,78.13,45.51,no,14087,6.39,2.78,AETN189910,930,2.0,ADMK,930.0,THIRUMANGALAM,True,True,2.0,False,True,True,Post Graduate,Liberal Profession or Professional,Lawyer,,,Won,61720,21.870000000000005,21.86985100012402,0.0148999875985822,0.0,NDA,Consecutive win
3533,197,1,AYYAPPAN P,M,ADMK,71255,56.0,212513,287879,USILAMPATTI,GEN,MADURAI,SOUTHERN REGION,15,73.82,33.53,no,7477,3.52,3.57,AETN275708,930,1.0,,,,,,1.0,False,False,False,Graduate,Agriculture,,,,Won,75366,26.180000000000007,26.17974913071117,0.0250869288841215,0.0,NDA,Position gained
3548,198,1,A.MAHARAJAN,M,DMK,93541,67.0,209540,279946,ANDIPATTI,GEN,THENI,SOUTHERN REGION,21,74.85,44.64,no,8538,4.07,2.78,AETN276529,10192,2.0,DMK,10192.0,ANDIPATTI,True,True,1.0,False,False,True,8th Pass,Business,,Agriculture,,Won,70406,25.15000000000001,25.149850328277594,0.0149671722411426,1.0,SPA,Position gained
3569,199,1,K.S.SARAVANAKUMAAR,M,DMK,92251,49.0,201797,288528,PERIYAKULAM,SC,THENI,SOUTHERN REGION,16,69.94,45.71,no,21321,10.57,2.94,AETN275739,10192,1.0,,,,,,1.0,False,False,False,Post Graduate,Other,,,,Won,86731,30.06,30.059820883935007,0.0179116064995099,0.0,SPA,Position gained
3585,200,1,O.PANNEERSELVAM,M,ADMK,100050,71.0,214795,281513,BODINAYAKANUR,GEN,THENI,SOUTHERN REGION,25,76.3,46.58,no,11021,5.13,2.56,AETN189985,930,5.0,ADMK,930.0,BODINAYAKANUR,True,True,5.0,False,True,True,Graduate,Agriculture,,,,Won,66718,23.700000000000003,23.69979361521493,0.020638478507351,0.0,NDA,Consecutive win
3610,201,1,N.Ramakrishnan,M,DMK,104800,72.0,202275,291001,CUMBUM,GEN,THENI,SOUTHERN REGION,16,69.51,51.81,no,42413,20.97,2.63,AETN275775,10192,1.0,,,,,,1.0,False,False,False,Post Graduate,Agriculture,,,,Won,88726,30.489999999999995,30.489929587870837,0.0070412129161923,0.0,SPA,Position gained
3626,202,1,THANGAPANDIAN S.,M,DMK,74158,52.0,178708,241856,RAJAPALAYAM,GEN,VIRUDHUNAGAR,SOUTHERN REGION,15,73.89,41.5,no,3898,2.18,3.03,AETN192999,10192,3.0,DMK,10192.0,RAJAPALAYAM,True,True,2.0,False,True,True,,,,,,Won,63148,26.11,26.10975125694629,0.0248743053713695,1.0,SPA,Consecutive win
3641,203,1,"MANRAJ, E.M.",M,ADMK,70475,43.0,185039,252992,SRIVILLIPUTHUR,SC,VIRUDHUNAGAR,SOUTHERN REGION,16,73.14,38.09,no,12738,6.88,3.57,AETN275801,930,1.0,,,,,,1.0,False,False,False,Graduate,Unemployed,,,,Won,67953,26.86,26.85974260055654,0.0257399443459149,0.0,NDA,Position gained
3657,204,1,"RAGHURAMAN,  A.R.R.",M,DMK,74174,49.0,191783,255132,SATTUR,GEN,VIRUDHUNAGAR,SOUTHERN REGION,28,75.17,38.68,no,11179,5.83,3.45,AETN275814,10192,1.0,,,,,,1.0,False,False,False,Graduate Professional,Liberal Profession or Professional,Doctor,,,Won,63349,24.83,24.829891977486167,0.0108022513831684,0.0,SPA,Position gained
3685,205,1,Ashokan.G,M,INC,78947,62.0,185047,263750,SIVAKASI,GEN,VIRUDHUNAGAR,SOUTHERN REGION,27,70.16,42.66,no,17319,9.36,3.33,AETN275841,3482,1.0,,,,,,1.0,False,False,False,Graduate,Business,,,,Won,78703,29.840000000000003,29.84,3.552713678800501e-13,0.0,SPA,Position gained
3712,206,1,SEENIVASAN A.R.R,M,DMK,73297,64.0,161717,226907,VIRUDHUNAGAR,GEN,VIRUDHUNAGAR,SOUTHERN REGION,19,71.27,45.32,no,21339,13.2,3.12,AETN197979,10192,4.0,DMK,10192.0,VIRUDHUNAGAR,True,True,3.0,False,True,True,12th Pass,Agriculture,,,,Won,65190,28.730000000000004,28.72983204572799,0.0167954272015435,1.0,SPA,Consecutive win
3731,207,1,K.K.S.S.R.RAMACHANDRAN,M,DMK,91040,71.0,171201,226456,ARUPPUKOTTAI,GEN,VIRUDHUNAGAR,SOUTHERN REGION,30,75.6,53.18,no,39034,22.8,2.63,AETN211673,10192,9.0,DMK,10192.0,ARUPPUKKOTTAI,True,True,7.0,False,True,True,8th Pass,Politics,Party Worker,,,Won,55255,24.40000000000001,24.39988342106193,0.0116578938079925,2.0,SPA,Consecutive win
3761,208,1,THANGAM THENARASU,M,DMK,102225,54.0,172811,223097,TIRUCHULI,GEN,VIRUDHUNAGAR,SOUTHERN REGION,21,77.46,59.15,no,60992,35.29,2.38,AETN193081,10192,6.0,DMK,10192.0,TIRUCHULI,True,True,5.0,False,True,True,Graduate Professional,Agriculture,,,,Won,50286,22.540000000000006,22.53997140257377,0.0028597426236842,1.0,SPA,Consecutive win
3782,209,1,MURUGESAN S,M,DMK,84864,54.0,182158,258050,PARAMAKUDI,SC,RAMANATHAPURAM,SOUTHERN REGION,16,70.59,46.59,no,13285,7.29,2.63,AETN275926,10192,1.0,,,,,,1.0,False,False,False,5th Pass,Agriculture,,,,Won,75892,29.41,29.40980430149196,0.0195698508036912,0.0,SPA,Position gained
3798,210,1,KARUMANICKAM,M,INC,79364,35.0,201815,293677,TIRUVADANAI,GEN,RAMANATHAPURAM,SOUTHERN REGION,16,68.72,39.33,no,13852,6.86,3.33,AETN275937,3482,1.0,,,,,,1.0,False,False,False,Graduate Professional,Agriculture,,,,Won,91862,31.28,31.279943611518775,0.0056388481223024,0.0,SPA,Position gained
3814,211,1,KATHARBATCHA MUTHURAMALINGAM,M,DMK,111082,49.0,214098,311143,RAMANATHAPURAM,GEN,RAMANATHAPURAM,SOUTHERN REGION,20,68.81,51.88,no,50479,23.58,2.78,AETN275951,10192,1.0,,,,,,1.0,False,False,False,12th Pass,Agriculture,,,,Won,97045,31.19,31.18983875581324,0.0161244186756448,0.0,SPA,Position gained
3834,212,1,R.S.RAJAKANNAPPAN,M,DMK,101901,72.0,221213,314714,MUDUKULATHUR,GEN,RAMANATHAPURAM,SOUTHERN REGION,24,70.29,46.06,no,20721,9.37,2.86,GETN10847,10192,2.0,DMK,10192.0,ILAYANGUDI,False,True,2.0,False,False,False,Graduate Professional,Agriculture,,Social Work,,Won,93501,29.709999999999997,29.70983178377829,0.0168216221702266,0.0,SPA,Position gained
3858,213,1,MARKANDAYAN V,M,DMK,90348,44.0,167169,218464,VILATHIKULAM,GEN,THOOTHUKUDI,SOUTHERN REGION,16,76.52,54.05,no,38549,23.06,2.5,AETN193144,10192,3.0,IND,10809.0,VILATHIKULAM,True,False,2.0,False,False,True,Graduate Professional,Retired or Pension,,,,Won,51295,23.480000000000004,23.47984107221327,0.0158927786735318,1.0,SPA,Position gained
3874,214,1,P.Geetha Jeevan,F,DMK,92314,50.0,188407,289545,THOOTHUKKUDI,GEN,THOOTHUKUDI,SOUTHERN REGION,27,65.07,49.0,no,50310,26.7,3.12,GETN8629,10192,4.0,DMK,10192.0,THOOTHUKKUDI,True,True,3.0,False,True,True,Post Graduate,Education,School Teacher,,,Won,101138,34.93000000000001,34.92997634219206,0.0023657807943777,1.0,SPA,Consecutive win
3901,215,1,Anitha R. Radhakrishnan,M,DMK,88274,68.0,174536,249194,TIRUCHENDUR,GEN,THOOTHUKUDI,SOUTHERN REGION,16,70.04,50.58,no,25263,14.47,2.5,AETN198153,10192,5.0,DMK,10192.0,TIRUCHENDUR,True,True,5.0,False,True,True,10th Pass,Politics,"MLA, Party Worker",,,Won,74658,29.959999999999997,29.95979036413397,0.0209635866024626,0.0,SPA,Consecutive win
3917,216,1,Amirtharaj .S,M,INC,76843,37.0,164386,227240,SRIVAIKUNTAM,GEN,THOOTHUKUDI,SOUTHERN REGION,22,72.34,46.75,no,17372,10.57,2.78,AETN276038,3482,1.0,,,,,,1.0,False,False,False,Post Graduate,Business,Private Company,,,Won,62854,27.66,27.659743002992432,0.0256997007564763,0.0,SPA,Position gained
3939,217,1,SHUNMUGAIAH C,M,DMK,73110,50.0,177840,254712,OTTAPIDARAM,SC,THOOTHUKUDI,SOUTHERN REGION,18,69.82,41.11,no,8510,4.79,3.12,AETN276450,10192,2.0,DMK,10192.0,OTTAPIDARAM,True,True,2.0,False,True,True,Graduate Professional,Liberal Profession or Professional,Lawyer,Politics,MLA,Won,76872,30.180000000000007,30.17996796381796,0.0032036182044947,0.0,SPA,Consecutive win
3957,218,1,KADAMBUR RAJU,M,ADMK,68556,61.0,180928,268319,KOVILPATTI,GEN,THOOTHUKUDI,SOUTHERN REGION,27,67.43,37.89,no,12403,6.86,3.57,AETN190296,930,3.0,ADMK,930.0,KOVILPATTI,True,True,3.0,False,True,True,12th Pass,Other,,,,Won,87391,32.56999999999999,32.569814288216634,0.0185711783359465,0.0,NDA,Consecutive win
3984,219,1,RAJA E,M,DMK,71347,35.0,183338,256488,SANKARANKOVIL,SC,TIRUNELVELI,SOUTHERN REGION,16,71.48,38.92,no,5297,2.89,3.23,AETN276097,10192,1.0,,,,,,1.0,False,False,False,Post Graduate,Business,Rent,Liberal Profession or Professional,Lawyer,Won,73150,28.52,28.51985278063691,0.0147219363086037,0.0,SPA,Position gained
4000,220,1,"SADHAN THIRUMALAIKUMAR, DOCTOR.T",M,DMK,68730,68.0,175881,244721,VASUDEVANALLUR,SC,TIRUNELVELI,SOUTHERN REGION,12,71.87,39.08,no,2367,1.35,3.23,AETN276111,10192,1.0,,,,,,1.0,False,False,False,Graduate Professional,Liberal Profession or Professional,Doctor,,,Won,68840,28.129999999999995,28.129992930725194,0.0007069274801096,0.0,SPA,Position gained
4012,221,1,C.KRISHNAMURALI,M,ADMK,88474,38.0,205374,291931,KADAYANALLUR,GEN,TIRUNELVELI,SOUTHERN REGION,22,70.35,43.08,no,24349,11.86,3.12,AETN276121,930,1.0,,,,,,1.0,False,False,False,Graduate,Agriculture,,,,Won,86557,29.65000000000001,29.649814510963207,0.0185489036798713,0.0,NDA,Position gained
4034,222,1,PALANI NADAR.S,M,INC,89315,68.0,214108,295729,TENKASI,GEN,TIRUNELVELI,SOUTHERN REGION,19,72.4,41.71,no,370,0.17,2.86,AETN190349,3482,2.0,INC,3482.0,TENKASI,True,True,1.0,False,False,True,,,,,,Won,81621,27.599999999999994,27.599931017925197,0.0068982074800771,1.0,SPA,Position gained
4053,223,1,PAUL MANOJ PANDIAN,M,ADMK,74153,49.0,203478,262891,ALANGULAM,GEN,TIRUNELVELI,SOUTHERN REGION,11,77.4,36.44,no,3539,1.74,3.57,AETN196010,930,3.0,ADMK,930.0,CHERANMAHADEVI,False,True,2.0,False,False,False,Post Graduate,Liberal Profession or Professional,Lawyer,,,Won,59413,22.599999999999994,22.59986077880186,0.0139221198132588,1.0,NDA,Position gained
4064,224,1,Nainar Nagenthran,M,BJP,92282,60.0,197587,295302,TIRUNELVELI,GEN,TIRUNELVELI,SOUTHERN REGION,15,66.91,46.7,no,23107,11.69,2.86,AETN198069,1605,5.0,ADMK,930.0,TIRUNELVELI,True,False,3.0,True,False,True,Post Graduate,Business,,,,Won,97715,33.09,33.08985377681154,0.014622318846591,2.0,NDA,Position gained
4079,225,1,E.SUBAYA,M,ADMK,85211,56.0,177681,246676,AMBASAMUDRAM,GEN,TIRUNELVELI,SOUTHERN REGION,13,72.03,47.96,no,16915,9.52,2.56,AETN193305,930,2.0,ADMK,930.0,AMBASAMUDRAM,True,True,2.0,False,False,False,Doctorate,Business,,,,Won,68995,27.97,27.96988762587361,0.0112374126384651,0.0,NDA,Position gained
4092,226,1,ABDUL WAHAB .M,M,DMK,89117,54.0,161091,278897,PALAYAMCOTTAI,GEN,TIRUNELVELI,SOUTHERN REGION,11,57.76,55.32,no,52141,32.37,2.63,AETN276185,10192,1.0,,,,,,1.0,False,False,False,Graduate,Business,Real Estate or Builder or Developer or Construction,,,Won,117806,42.24,42.23996672606733,0.0033273932672273,0.0,SPA,Position gained
4103,227,1,RUBY R MANOHARAN,M,INC,75902,61.0,192522,280685,NANGUNERI,GEN,TIRUNELVELI,SOUTHERN REGION,16,68.59,39.43,no,16486,8.56,3.33,AETN276196,3482,1.0,,,,,,1.0,False,False,False,,,,,,Won,88163,31.41,31.409943531004508,0.0056468995488501,0.0,SPA,Position gained
4119,228,1,M.Appavu,M,DMK,82331,69.0,187310,275132,RADHAPURAM,GEN,TIRUNELVELI,SOUTHERN REGION,26,68.08,43.95,no,5925,3.16,2.7,AETN198109,10192,5.0,DMK,10192.0,RADHAPURAM,True,True,4.0,False,False,True,12th Pass,Agriculture,,,,Won,87822,31.92,31.919951150720383,0.0048849279618679,1.0,SPA,Position gained
4145,229,1,THALAVAI SUNDARAM N.,M,ADMK,109745,62.0,224874,299074,KANNIYAKUMARI,GEN,KANNIYAKUMARI,SOUTHERN REGION,14,75.19,48.8,no,16213,7.21,2.44,AETN190453,930,4.0,ADMK,930.0,KANNIYAKUMARI,True,True,2.0,False,False,True,Graduate Professional,Liberal Profession or Professional,Lawyer,,,Won,74200,24.81,24.809913265613197,0.0086734386808728,2.0,NDA,Position gained
4159,230,1,Gandhi M.R.,M,BJP,88804,76.0,184185,274657,NAGERCOIL,GEN,KANNIYAKUMARI,SOUTHERN REGION,16,67.06,48.21,no,11669,6.34,2.44,AETN190468,1605,7.0,BJP,1605.0,NAGERCOIL,True,True,1.0,False,False,True,Graduate,Other,,,,Won,90472,32.94,32.93999424737036,0.0005752629640198,6.0,NDA,Position gained
4175,231,1,Prince J.G.,M,INC,90681,64.0,182969,271991,COLACHEL,GEN,KANNIYAKUMARI,SOUTHERN REGION,13,67.27,49.56,no,24832,13.57,2.56,AETN190486,3482,3.0,INC,3482.0,COLACHEL,False,True,3.0,False,True,True,Post Graduate,Other,,,,Won,89022,32.730000000000004,32.72975944056972,0.024055943028145,0.0,SPA,Consecutive win
4188,232,1,"Mano Thangaraj, T.",M,DMK,87744,53.0,170156,242802,PADMANABHAPURAM,GEN,KANNIYAKUMARI,SOUTHERN REGION,13,70.08,51.57,no,26885,15.8,2.44,AETN190497,10192,2.0,DMK,10192.0,PADMANABHAPURAM,True,True,2.0,False,True,True,Post Graduate,Other,,,,Won,72646,29.92,29.91985239001326,0.0147609986740349,0.0,SPA,Consecutive win
4201,233,1,VIJAYADHARANI S,F,INC,87473,51.0,167836,251138,VILAVANCODE,GEN,KANNIYAKUMARI,SOUTHERN REGION,16,66.83,52.12,no,28669,17.08,2.5,AETN190511,3482,3.0,INC,3482.0,VILAVANCODE,True,True,3.0,False,True,True,Graduate Professional,Liberal Profession or Professional,Lawyer,,,Won,83302,33.17,33.16981102023588,0.0188979764118357,0.0,SPA,Consecutive win
4217,234,1,RAJESH KUMAR  S,M,INC,101541,46.0,169918,257959,KILLIYOOR,GEN,KANNIYAKUMARI,SOUTHERN REGION,15,65.87,59.76,no,55400,32.6,2.27,AETN190529,3482,2.0,INC,3482.0,KILLIYOOR,True,True,2.0,False,True,True,Post Graduate,Politics,MLA,,,Won,88041,34.129999999999995,34.12984233928648,0.0157660713519192,0.0,SPA,Consecutive win
